,LOCATION,PLOT #,REP,BLOCK _by_REP,IBLK,ENTRY,Row,Col,VARIETY,AD ,HT ,YIELD ,TSTWT ,TKWT,SPSM,KPS,KPSM,eps,cdo549,bcd907,barc57           ,barc12           ,tam055tam61,cdo395,barc86           ,ksuA6,cdo638,barc67 ,cmwg680bcd366,bcd1380,bcd1555,bcd141,bcd22,bcd372,bcd361,gwm155           
1223,LIN99,5764,4,1,4,79,15,12,CCW3A85,-,106.68,1.267,74.336,37.1435,153.1045,22.3,3414.231,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1327,MD00,5164,1,5,5,79,3,12,CCW3A85,20,132.08,3.497,76.268,32.0513,466.8999,23.4,10925.457,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1431,MD00,5277,2,6,14,79,7,21,CCW3A85,18,132.08,4.203,76.176,35.3378,536.4122,22.2,11908.351,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1535,MD00,5336,3,3,19,79,10,25,CCW3A85,20,121.92,3.067,78.384,33.6139,301.5394,30.3,9136.644,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1639,MD00,5484,4,6,30,79,15,20,CCW3A85,18,124.46,3.571,76.176,36.3,298.5018,33,9850.561,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1743,MD01,5165,1,5,5,79,3,13,CCW3A85,31,114.3,4.672,79.672,33.4044,514.2376,27.2,13987.262,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1847,MD01,5400,2,8,16,79,8,5,CCW3A85,33,119.38,4.628,80.04,34.6992,542.2485,24.6,13339.312,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1951,MD01,5540,3,4,20,79,10,13,CCW3A85,38,119.38,5.046,78.384,32.7751,532.7014,28.9,15395.072,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2055,MD01,5724,4,2,26,79,13,24,CCW3A85,32,109.22,4.232,80.04,34.6189,427.4013,28.6,12223.679,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2159,SD00,5115,1,2,2,79,1,15,CCW3A85,32,109.22,4.438,79.12,27.8085,679.9728,23.5,15979.361,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2263,SD00,5216,2,1,9,79,5,12,CCW3A85,31,111.76,4.945,79.304,30.1342,711.3289,23.1,16431.699,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2367,SD00,5396,3,7,23,79,12,17,CCW3A85,32,101.6,3.517,77.832,27.3162,550.9906,23.4,12893.181,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2471,SD00,5446,4,3,27,79,14,19,CCW3A85,31,96.52,3,76.544,25.512,470.9787,25,11774.467,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2575,SD01,5169,1,6,6,79,3,9,CCW3A85,46,99.06,1.699,67.896,21.4865,267.0967,29.6,7906.063,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2679,SD01,5332,2,3,11,79,5,16,CCW3A85,46,101.6,2.203,71.576,22.0615,256.0797,39,9987.11,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2783,SD01,5540,3,4,20,79,9,8,CCW3A85,47,91.44,1.806,69.92,22.6781,248.9152,32,7965.287,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2887,SD01,5718,4,2,26,79,11,30,CCW3A85,46,111.76,3.525,71.944,22.9901,377.6833,40.6,15333.942,1,.,1,1,1,1,1,-1,.,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
80,LIN00,5157,1,5,5,80,5,5,CCW3A86,14,101.6,3.491,76.36,32.0408,445.2257,24.5,10908.029,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
184,LIN00,5283,2,7,15,80,15,1,CCW3A86,16,104.14,2.94,76.544,35.2915,337.6567,24.7,8340.119,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
288,LIN00,5401,3,8,24,80,24,12,CCW3A86,15,101.6,3.544,76.912,34.2067,498.7833,20.8,10374.692,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
392,LIN00,5441,4,3,27,80,27,3,CCW3A86,17,106.68,3.057,75.992,36.3311,287.561,29.3,8425.538,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
496,LIN01,5197,1,8,8,80,4,8,CCW3A86,20,99.06,4.521,80.04,34.1788,400.8325,33,13227.474,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
600,LIN01,5367,2,6,14,80,7,15,CCW3A86,19,101.6,4.955,80.224,38.1673,493.6167,26.3,12982.12,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
704,LIN01,5580,3,7,23,80,12,25,CCW3A86,20,91.44,4.652,81.328,37.7091,448.6191,27.5,12337.024,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
808,LIN01,5759,4,5,29,80,15,7,CCW3A86,21,96.52,4.945,80.592,36.9754,470.8916,28.4,13373.323,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
912,LIN99,5180,1,1,1,80,4,25,CCW3A86,28,111.76,2.443,75.808,37.8068,219.2689,29.5,6468.432,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1016,LIN99,5382,2,1,2,80,8,23,CCW3A86,31,111.76,1.767,75.072,38.5929,202.8635,22.6,4584.716,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1120,LIN99,5602,3,1,3,80,12,3,CCW3A86,-,116.84,2.466,75.256,39.7667,258.7021,24,6208.85,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1224,LIN99,5759,4,1,4,80,15,7,CCW3A86,-,114.3,2.063,74.704,35.9627,238.3054,24.1,5743.16,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1328,MD00,5101,1,1,1,80,1,1,CCW3A86,16,134.62,3.632,78.568,34.9373,408.1606,25.5,10408.094,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1432,MD00,5211,2,1,9,80,5,7,CCW3A86,17,134.62,3.82,79.028,37.1693,405.1136,25.4,10289.884,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1536,MD00,5332,3,2,18,80,9,24,CCW3A86,19,127,3.185,77.464,36.508,362.481,22.2,8047.078,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1640,MD00,5479,4,6,30,80,15,15,CCW3A86,17,127,3.494,76.452,37.4194,274.1681,34.1,9349.133,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1744,MD01,5173,1,6,6,80,3,21,CCW3A86,27,104.14,4.689,78.752,37.3421,472.0811,26.6,12557.358,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1848,MD01,5357,2,5,13,80,7,5,CCW3A86,30,109.22,4.968,79.672,36.3056,406.0793,33.7,13684.872,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1952,MD01,5545,3,4,20,80,10,8,CCW3A86,37,114.3,5.022,78.936,33.5217,501.0677,29.9,14981.923,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2056,MD01,5754,4,5,29,80,15,2,CCW3A86,29,104.14,4.77,79.672,36.9771,421.5567,30.6,12899.635,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2160,SD00,5167,1,6,6,80,3,15,CCW3A86,29,101.6,3.85,77.464,29.1921,746.0715,17.7,13205.466,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2264,SD00,5285,2,7,15,80,8,24,CCW3A86,31,111.76,4.162,79.12,29.4314,555.3348,25.5,14161.038,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2368,SD00,5381,3,6,22,80,11,21,CCW3A86,29,106.68,3.779,79.304,28.5979,682.1037,19.4,13232.811,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2472,SD00,5426,4,2,26,80,13,14,CCW3A86,31,106.68,3.749,78.016,30.3388,505.05,24.5,12373.725,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2576,SD01,5102,1,1,1,80,1,2,CCW3A86,44,96.52,1.874,72.312,24.9615,262.4534,28.6,7506.166,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2680,SD01,5345,2,4,12,80,5,29,CCW3A86,46,101.6,2.671,74.336,26.4426,341.2396,29.6,10100.693,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2784,SD01,5522,3,2,18,80,8,11,CCW3A86,46,93.98,1.557,68.448,22.2528,264.1096,26.5,6998.904,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
2888,SD01,5793,4,8,32,80,14,16,CCW3A86,46,86.36,2.119,74.336,26.431,230.3995,34.8,8017.901,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
81,LIN00,5125,1,2,2,81,2,2,CCW3A87,13,104.14,3.86,75.256,28.4892,587.3033,23.1,13566.706,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
185,LIN00,5250,2,4,12,81,12,7,CCW3A87,16,111.76,3.467,75.992,32.1716,528.9463,20.4,10790.505,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
289,LIN00,5394,3,7,23,81,23,8,CCW3A87,16,99.06,3.228,76.36,32.3585,471.2307,21.2,9990.091,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
393,LIN00,5460,4,4,28,81,28,5,CCW3A87,15,93.98,3.575,77.096,29.249,507.7482,24.1,12236.733,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
497,LIN01,5141,1,4,4,81,2,12,CCW3A87,19,104.14,4.874,80.592,33.8869,524.9534,27.4,14383.724,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
601,LIN01,5353,2,5,13,81,7,1,CCW3A87,20,96.52,4.968,80.04,37.3168,508.1702,26.2,13314.059,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
705,LIN01,5502,3,1,17,81,9,2,CCW3A87,20,96.52,5.052,80.592,38.0094,627.0136,21.2,13292.689,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
809,LIN01,5738,4,3,27,81,14,15,CCW3A87,20,96.52,4.729,79.856,31.3384,455.9479,33.1,15091.877,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
913,LIN99,5181,1,1,1,81,4,24,CCW3A87,28,116.84,1.905,74.704,36.2348,213.1053,24.7,5263.702,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1017,LIN99,5332,2,1,2,81,6,21,CCW3A87,29,111.76,1.307,75.072,38.0558,127.8236,26.9,3438.456,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1121,LIN99,5539,3,1,3,81,10,14,CCW3A87,-,109.22,1.589,75.072,32.2969,256.5864,19.2,4926.46,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1225,LIN99,5704,4,1,4,81,13,4,CCW3A87,-,111.76,1.388,72.864,36.2488,183.3768,20.9,3832.575,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1329,MD00,5141,1,4,4,81,2,12,CCW3A87,18,129.54,3.517,75.992,34.1399,534.517,19.3,10316.177,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1433,MD00,5220,2,2,10,81,5,16,CCW3A87,18,132.08,3.793,76.728,34.6638,466.2124,23.5,10955.992,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1537,MD00,5331,3,2,18,81,9,23,CCW3A87,19,121.92,3.064,76.82,34.8252,855.2592,10.3,8809.17,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1641,MD00,5434,4,2,26,81,13,22,CCW3A87,22,132.08,2.422,77.28,36.4355,214.7254,31,6656.486,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1745,MD01,5113,1,1,1,81,1,13,CCW3A87,26,99.06,4.719,78.752,34.12,614.7527,22.5,13831.936,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1849,MD01,5322,2,2,10,81,5,22,CCW3A87,31,106.68,3.905,79.856,35.9965,378.0282,28.7,10849.409,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
1953,MD01,5560,3,5,21,81,11,8,CCW3A87,33,111.76,5.429,79.856,35.0277,476.9172,32.5,15499.808,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2057,MD01,5796,4,8,32,81,16,9,CCW3A87,26,104.14,4.773,79.488,37.8428,421.854,29.9,12613.434,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2161,SD00,5203,1,8,8,81,4,2,CCW3A87,29,106.68,4.854,78.936,30.6318,789.4652,20.1,15868.251,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2265,SD00,5284,2,7,15,81,8,25,CCW3A87,30,106.68,3.837,77.832,29.5116,605.4368,21.5,13016.89,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2369,SD00,5368,3,5,21,81,11,8,CCW3A87,30,109.22,4.414,79.304,30.0368,774.5007,19,14715.513,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2473,SD00,5420,4,1,25,81,13,8,CCW3A87,29,101.6,3.947,77.28,27.5714,660.6222,21.7,14335.502,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2577,SD01,5139,1,3,3,81,2,22,CCW3A87,43,99.06,2.789,73.968,28.6883,300.0126,32.4,9720.407,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2681,SD01,5374,2,6,14,81,6,3,CCW3A87,46,86.36,1.648,68.448,24.6241,244.2979,27.4,6693.762,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2785,SD01,5563,3,5,21,81,10,30,CCW3A87,45,104.14,3.66,74.336,30.1795,345.497,35.1,12126.943,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
2889,SD01,5800,4,8,32,81,14,9,CCW3A87,46,96.52,2.052,69.368,24.2971,241.2909,35,8445.18,-1,1,1,1,-1,-1,1,-1,1,1,1,1,.,1,1,1,1,1,1
82,LIN00,5134,1,3,3,82,3,8,CCW3A88,17,104.14,2.644,76.176,31.3636,639.4531,13.2,8440.781,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
186,LIN00,5252,2,4,12,82,12,5,CCW3A88,16,106.68,2.94,76.544,36.8704,369.5823,21.6,7982.977,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
290,LIN00,5357,3,4,20,82,20,4,CCW3A88,16,101.6,3.084,76.912,36.7101,353.4391,23.8,8411.852,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
394,LIN00,5444,4,3,27,82,27,6,CCW3A88,18,93.98,1.817,76.36,37.2447,206.1667,23.7,4886.15,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
498,LIN01,5187,1,7,7,82,4,18,CCW3A88,23,104.14,3.212,79.488,36.4912,308.8903,28.5,8803.375,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602,LIN01,5305,2,1,9,82,5,5,CCW3A88,23,101.6,4.689,80.04,34.4319,452.449,30.1,13618.716,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
706,LIN01,5558,3,5,21,82,11,6,CCW3A88,23,96.52,4.874,79.672,36.2757,552.943,24.3,13436.515,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
810,LIN01,5774,4,6,30,82,15,22,CCW3A88,23,104.14,4.275,80.224,36.7992,448.5815,25.9,11618.262,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
914,LIN99,5182,1,1,1,82,4,23,CCW3A88,31,111.76,1.929,75.44,37.3,191.7227,27,5176.514,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1018,LIN99,5323,2,1,2,82,5,23,CCW3A88,31,111.76,1.707,74.336,36.4866,209.0819,22.4,4683.435,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1122,LIN99,5546,3,1,3,82,10,7,CCW3A88,-,109.22,1.895,75.256,40.2941,251.7852,18.7,4708.383,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1226,LIN99,5743,4,1,4,82,14,10,CCW3A88,-,114.3,1.236,74.336,34.9045,199.2419,17.8,3546.507,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1330,MD00,5192,1,8,8,82,4,13,CCW3A88,20,132.08,2.913,75.992,37.9662,324.1212,23.7,7681.672,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1434,MD00,5247,2,4,12,82,6,10,CCW3A88,21,132.08,3.339,76.636,32.5261,446.9522,23,10279.9,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538,MD00,5330,3,2,18,82,9,22,CCW3A88,21,129.54,2.893,74.704,35.6343,606.5465,13.4,8127.723,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1642,MD00,5471,4,5,29,82,15,7,CCW3A88,17,124.46,2.903,77.464,31.9402,362.5235,25.1,9099.34,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1746,MD01,5120,1,2,2,82,1,20,CCW3A88,28,101.6,4.063,78.752,32.2918,540.073,23.3,12583.701,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1850,MD01,5332,2,3,11,82,6,21,CCW3A88,30,111.76,4.05,79.12,38.0481,394.2426,27,10644.549,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1954,MD01,5513,3,1,17,82,9,13,CCW3A88,38,121.92,4.884,78.936,35.0455,452.4999,30.8,13936.998,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2058,MD01,5708,4,1,25,82,13,8,CCW3A88,32,109.22,3.925,79.672,35.5032,358.9933,30.8,11056.994,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2162,SD00,5199,1,8,8,82,4,6,CCW3A88,29,111.76,4.569,79.488,31.3641,708.0656,20.6,14586.151,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2266,SD00,5296,2,8,16,82,8,13,CCW3A88,30,111.76,4.465,79.304,33.4439,652.0614,20.5,13367.258,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2370,SD00,5388,3,7,23,82,12,25,CCW3A88,31,96.52,2.993,77.648,29.5185,470.0713,21.6,10153.539,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2474,SD00,5466,4,5,29,82,15,2,CCW3A88,33,106.68,3.554,76.544,25.8711,537.3599,25.6,13756.412,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2578,SD01,5157,1,5,5,82,2,4,CCW3A88,46,91.44,1.413,65.504,21.1061,273.2178,24.5,6693.837,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2682,SD01,5312,2,1,9,82,4,5,CCW3A88,46,86.36,1.382,67.896,19.0077,279.7521,26,7273.555,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2786,SD01,5561,3,5,21,82,9,29,CCW3A88,46,104.14,2.56,71.392,27.497,280.4115,33.2,9309.66,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2890,SD01,5749,4,4,28,82,13,1,CCW3A88,47,91.44,1.504,67.344,23.3958,191.2776,33.6,6426.926,-1,1,-1,1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,LIN00,5127,1,3,3,83,3,1,CCW3A89,16,99.06,2.889,76.36,26.8827,549.0407,19.6,10761.198,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187,LIN00,5269,2,5,13,83,13,13,CCW3A89,12,96.52,2.993,76.912,36.5478,356.5518,23,8200.691,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291,LIN00,5380,3,6,22,83,22,7,CCW3A89,16,104.14,3.366,75.808,33.4503,527.5567,19.1,10076.333,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
395,LIN00,5455,4,4,28,83,28,10,CCW3A89,18,96.52,3.544,76.912,33.6863,688.5609,15.3,10534.982,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
499,LIN01,5120,1,2,2,83,1,20,CCW3A89,23,109.22,4.346,79.488,34.9264,416.1707,29.9,12443.505,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
603,LIN01,5366,2,6,14,83,7,14,CCW3A89,23,96.52,4.635,79.856,35.5527,474.1087,27.5,13037.989,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
707,LIN01,5512,3,1,17,83,9,12,CCW3A89,23,99.06,4.719,79.672,34.1361,470.2527,29.4,13825.43,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
811,LIN01,5712,4,1,25,83,13,12,CCW3A89,22,93.98,4.514,80.776,34.9728,439.0452,29.4,12907.929,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
915,LIN99,5183,1,1,1,83,4,22,CCW3A89,31,104.14,2.275,75.44,37.2328,263.6391,23.2,6116.427,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1019,LIN99,5339,2,1,2,83,6,14,CCW3A89,31,109.22,1.62,75.44,36.0476,214.1832,21,4497.848,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1123,LIN99,5566,3,1,3,83,11,14,CCW3A89,-,109.22,1.435,75.808,38.2976,182.952,20.5,3750.516,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1227,LIN99,5732,4,1,4,83,14,21,CCW3A89,-,111.76,2.799,74.888,39.6078,346.7911,20.4,7074.539,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1331,MD00,5155,1,5,5,83,3,3,CCW3A89,21,127,3.648,79.672,31.9028,530.1294,21.6,11450.795,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1435,MD00,5289,2,7,15,83,8,20,CCW3A89,18,129.54,4.317,76.452,34.5882,525.088,23.8,12497.094,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1539,MD00,5391,3,7,23,83,12,22,CCW3A89,21,119.38,2.788,75.624,30.1717,397.1523,23.3,9253.648,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1643,MD00,5467,4,5,29,83,15,3,CCW3A89,17,121.92,3.212,77.648,33.113,332.5911,29.2,9711.66,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1747,MD01,5143,1,4,4,83,2,10,CCW3A89,29,109.22,4.343,78.936,33.9224,522.5252,24.5,12801.868,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1851,MD01,5346,2,4,12,83,6,7,CCW3A89,30,109.22,4.255,79.672,34.4315,423.2393,29.2,12358.587,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1955,MD01,5542,3,4,20,83,10,11,CCW3A89,38,116.84,4.975,79.672,32.207,491.9517,31.4,15447.284,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2059,MD01,5787,4,7,31,83,16,18,CCW3A89,26,109.22,4.517,79.488,35.1469,449.4256,28.6,12853.573,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2163,SD00,5163,1,5,5,83,3,11,CCW3A89,33,109.22,4.367,78.936,28.8686,641.8585,23.6,15147.86,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2267,SD00,5223,2,2,10,83,5,19,CCW3A89,33,106.68,3.48,78.016,28.0996,494.1061,25.1,12402.062,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2371,SD00,5355,3,4,20,83,10,6,CCW3A89,30,109.22,4.364,78.568,27.8744,729.1203,21.5,15676.086,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2475,SD00,5484,4,6,30,83,15,20,CCW3A89,32,96.52,3.094,77.464,27.3448,434.0885,26.1,11329.709,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2579,SD01,5189,1,7,7,83,3,29,CCW3A89,47,101.6,2.748,73.416,23.7128,297.1724,39,11589.726,-1,1,1,1,1,1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
